"official","gender","age"
254.28,"F",55
250.13,"F",51
258.5,"M",61
251.97,"F",55
270.3,"F",58
250.78,"F",51
283.07,"F",49
239.5,"F",48
233.5,"F",53
253.82,"F",52
251.6,"M",62
240,"F",47
245.67,"F",51
257.17,"F",47
249.7,"M",61
224.2,"F",46
271.72,"F",45
246.48,"F",55
251.75,"M",65
266.63,"F",47
228.47,"F",47
224.67,"F",52
237.97,"M",64
237.18,"F",52
259.68,"F",47
232.98,"F",55
248.65,"M",61
248.8,"F",49
285.28,"F",48
260.2,"M",65
195.33,"F",50
259.78,"F",45
249.23,"F",47
267.43,"M",60
244.55,"F",45
254.17,"M",66
256.03,"F",52
258.13,"F",54
269.88,"F",46
233.32,"M",63
238.85,"M",70
257.75,"F",51
233.32,"F",48
236.75,"F",49
238.67,"M",60
252.97,"F",46
249,"F",45
276.53,"M",66
221.77,"F",52
346.72,"M",62
269.27,"F",49
284.52,"F",48
251.82,"F",48
253.17,"F",55
249.38,"F",49
314.52,"F",46
228.8,"F",60
229.12,"F",48
243.33,"M",62
215.32,"F",46
298.4,"F",49
248.35,"M",67
235.52,"M",63
259.97,"F",46
256.18,"F",46
245.82,"F",46
287.07,"F",59
286.23,"M",65
243.3,"F",53
245.43,"F",48
243.42,"F",58
252.42,"F",53
225.68,"F",50
226.92,"F",46
229.62,"F",47
255.3,"F",46
277,"F",52
236.58,"F",49
235.55,"F",49
241.8,"F",48
237.83,"F",49
268.18,"F",46
250.85,"F",51
293.13,"F",52
220.2,"F",49
244.15,"F",53
243.6,"F",48
294.65,"F",49
237.78,"F",46
246.97,"F",48
232.45,"M",60
228.8,"F",48
241.47,"F",45
251.32,"F",48
250.93,"F",62
240.87,"F",57
245.28,"F",50
243.93,"F",55
227.52,"F",56
258.87,"F",55
289.55,"F",50
263.23,"M",62
240.58,"M",62
235.03,"F",47
229.7,"F",49
257.22,"M",66
280.27,"M",61
226.7,"M",63
243.42,"F",45
240.25,"F",49
284.42,"M",47
242.22,"F",47
338.07,"M",62
232.45,"F",51
238.22,"F",45
264.03,"F",46
244.9,"M",60
255.28,"F",52
246.58,"F",45
282.82,"F",55
256.32,"M",61
240.35,"F",46
238.13,"F",45
237.95,"M",65
258.05,"F",52
232.9,"M",63
238.95,"F",52
269.45,"F",49
240.6,"M",64
242.55,"M",64
207.13,"M",50
225.87,"M",66
270.12,"F",47
258.1,"F",35
242.85,"M",66
310.02,"F",52
277.97,"M",63
247.47,"M",64
234.23,"F",49
234.65,"F",53
253.38,"F",47
301.95,"F",47
299.87,"M",61
231.1,"F",46
247.62,"F",45
238.75,"F",49
221.48,"F",48
267.37,"F",48
226.65,"F",45
232.78,"F",56
233.13,"F",52
257.9,"F",50
231.03,"F",52
264.72,"M",61
260.5,"M",63
234.27,"F",48
241.92,"F",51
315.58,"F",52
234.82,"M",62
258.27,"M",38
246.98,"F",45
239.75,"F",55
307.18,"M",69
228.72,"F",49
243.27,"F",46
254.63,"M",65
263.13,"F",52
233.28,"F",59
228.3,"M",64
232.5,"M",63
247.83,"M",66
241.03,"F",49
229.77,"F",46
255.02,"M",60
249.7,"F",45
247.82,"M",60
257.92,"M",70
331.25,"M",67
231.78,"F",50
248.5,"M",63
259.7,"M",62
251.97,"F",49
223.95,"F",48
263.03,"M",70
274.25,"M",73
304.42,"F",55
306.32,"F",51
227.32,"F",46
258.38,"M",61
230.65,"F",46
268.95,"F",58
218.03,"F",47
310.9,"F",57
259.18,"F",55
235.58,"F",57
240.62,"F",52
217.9,"F",47
258.22,"F",48
275.78,"F",57
313.37,"M",62
226.73,"F",45
267.47,"F",48
216.87,"F",46
296.07,"M",67
250.22,"M",66
243.85,"F",51
234.12,"F",54
231.23,"F",47
267.62,"M",60
246.3,"F",50
245.32,"F",53
236.23,"F",47
243.67,"F",46
239.92,"F",49
237.12,"F",48
288.15,"F",47
240.52,"F",53
260.55,"F",51
243.85,"F",47
260.65,"M",63
270.05,"F",52
248.77,"F",54
255.43,"M",63
238.15,"F",46
243.37,"F",45
235.92,"F",47
229.28,"F",45
235.85,"F",46
249.25,"F",50
265.82,"F",49
279.55,"M",62
261.08,"F",45
265.03,"F",46
288.63,"F",60
247.65,"F",55
299.7,"F",50
314.05,"F",46
285.7,"M",62
244.27,"F",46
239.67,"F",49
276.38,"F",52
268.37,"F",51
240.78,"F",56
249.77,"M",61
246.85,"F",56
263.83,"F",52
251.28,"M",60
246.57,"F",45
214.3,"F",49
260.57,"F",48
248.8,"M",60
255.78,"M",67
252.52,"F",54
263.13,"F",52
239.05,"M",60
251.67,"F",48
258.85,"F",49
224.3,"F",57
234.92,"F",50
235.67,"F",54
313.85,"F",48
290.13,"F",47
236.02,"F",49
249.18,"F",48
247.83,"M",64
269.17,"M",62
246.72,"F",49
245.42,"F",49
243.53,"M",62
255.42,"F",46
267.22,"F",47
235.87,"F",45
238.4,"M",63
246.87,"F",47
291.93,"F",51
251.98,"F",54
248.3,"F",52
287.5,"F",51
280.8,"F",46
264.43,"F",45
259.23,"F",49
258.23,"M",62
235.23,"F",47
247.67,"M",61
268.07,"M",65
235.73,"F",50
233.92,"F",51
266.48,"M",63
288.65,"M",62
324.78,"M",63
243.18,"M",61
230.67,"F",48
297.42,"M",65
323.83,"M",65
236.87,"F",50
247.43,"M",63
284.65,"M",63
263.07,"F",50
254.45,"F",49
261.07,"F",48
265.8,"F",46
280.55,"M",55
293.7,"M",63
256.8,"F",46
276.63,"M",61
239.25,"F",48
254.2,"F",46
249.05,"F",51
231.92,"M",66
236.42,"M",66
233.18,"F",53
256.12,"F",46
245.33,"M",61
238.9,"F",49
238.18,"F",46
236.58,"F",53
220.13,"F",51
252.03,"M",60
244.77,"M",60
280.83,"M",61
278.4,"F",58
252.32,"F",58
221.28,"F",51
239.22,"F",47
324.83,"M",60
271.97,"M",60
235.62,"M",66
312.47,"F",48
227.23,"F",46
259.58,"M",60
267.95,"M",62
249.22,"F",49
234.23,"F",54
273.63,"F",48
336.87,"M",60
239.85,"F",49
241.9,"M",61
265.9,"M",62
255.35,"F",46
254.45,"F",48
286.62,"M",64
253.62,"F",47
268.08,"F",55
253.13,"F",51
268.43,"M",62
294.22,"M",60
244.28,"F",45
254.6,"F",50
259.53,"F",45
258.65,"F",45
251.63,"F",47
239.25,"M",62
244.88,"M",66
247.85,"F",51
221.28,"F",49
269.23,"M",64
251.97,"F",48
249.68,"F",57
258.92,"M",65
243.25,"F",50
250.83,"F",48
252.02,"M",60
234.9,"F",53
235.12,"F",45
229,"F",49
238.57,"M",65
239.95,"F",47
260.37,"F",45
236.03,"F",47
267.45,"F",46
235.03,"F",47
247.52,"F",55
219.48,"F",50
225.37,"F",51
252.75,"F",50
264.38,"F",47
281.2,"M",61
229.75,"F",46
250.62,"F",47
278.77,"F",50
242.08,"M",61
261.83,"M",61
270.22,"M",65
238.27,"F",57
258.45,"F",54
251.12,"F",54
243.08,"F",48
211.02,"F",46
238.27,"F",57
261,"F",49
332.42,"M",63
255.98,"F",48
258.38,"F",46
256.88,"F",51
244.12,"F",53
227.22,"F",53
249.72,"F",47
233.85,"F",46
239.35,"M",65
230.97,"F",49
260.63,"M",62
244,"M",64
237.58,"F",49
238.8,"F",46
236.37,"M",63
257.58,"F",46
247.8,"F",57
239.45,"F",52
288.95,"F",49
308.85,"F",45
289.17,"F",50
264.53,"F",53
264.62,"F",48
243.62,"F",47
291.63,"M",61
273.15,"M",64
238.53,"F",47
253.68,"F",58
235.98,"F",57
348.38,"F",50
237.5,"F",45
241.93,"M",69
326.75,"M",62
244.4,"F",57
244.18,"M",67
253.5,"F",52
257.98,"F",46
252.32,"F",46
231.37,"M",60
272.08,"F",50
258.88,"F",50
243.75,"F",49
269.9,"F",47
260.7,"M",64
245.4,"F",49
242.93,"F",47
227.65,"F",50
248.18,"F",49
276.02,"M",67
250.85,"F",56
269.62,"F",54
223.48,"F",51
250.85,"F",51
241.65,"F",54
276.92,"F",47
266.77,"M",60
239.4,"F",48
249.58,"F",59
232.37,"F",56
234.98,"M",66
268.77,"F",49
324.07,"M",71
260.38,"M",66
292.77,"M",64
282.32,"M",62
242.25,"F",48
290.72,"F",56
256.73,"F",50
282.93,"F",53
248.88,"F",48
312.9,"F",50
239.15,"F",47
251.77,"F",55
246.03,"F",49
230.13,"F",45
223.63,"F",51
247.23,"F",50
241.98,"F",50
243.97,"F",48
252.83,"F",47
282.92,"M",61
266.23,"M",72
288.35,"F",53
255.77,"F",52
244.03,"F",49
262.22,"F",46
246.38,"M",62
258.58,"F",50
248.62,"F",56
249.2,"F",52
281.87,"M",34
244.28,"M",37
315.2,"M",26
205.77,"F",31
237.28,"M",29
306.88,"F",47
227.15,"F",49
265.67,"F",46
231.4,"F",47
253.32,"M",68
259.12,"F",53
257.72,"F",46
273.33,"F",58
274.88,"M",66
292.35,"F",47
300.15,"M",63
247.75,"F",45
261.3,"M",61
321.88,"F",51
278.98,"F",53
233.53,"M",60
267.13,"F",55
239.5,"F",54
231.18,"F",52
231.52,"M",63
248.87,"M",61
245.12,"M",61
244.63,"F",55
239.75,"F",51
277.45,"M",61
244.77,"F",46
307.28,"F",48
263.25,"F",48
234.23,"F",45
227.7,"F",55
250.55,"F",50
282.18,"M",62
261.2,"F",57
264.23,"F",52
243.85,"M",61
229.8,"M",64
277.47,"M",66
281.43,"F",51
228.9,"F",50
279.08,"M",64
231.03,"F",47
234.05,"F",47
227.03,"M",60
245,"F",51
251.4,"F",46
261.5,"F",48
251.4,"F",46
256.82,"F",49
246.8,"F",47
240.33,"F",48
244.42,"F",53
242.5,"F",47
271.37,"M",63
258.23,"F",51
246.03,"M",60
235.73,"F",49
277.2,"M",60
235.5,"F",62
288.98,"M",64
258.63,"M",61
282.42,"F",48
350.67,"F",49
271.2,"F",46
237.37,"F",60
246.57,"F",45
252.17,"M",61
209.42,"F",47
241.47,"M",60
239.65,"F",50
250.03,"F",57
238.23,"F",56
258.22,"F",51
256.45,"F",50
240.38,"F",51
260.18,"F",49
255,"F",48
243.98,"F",45
255.15,"M",60
359.67,"F",62
227.8,"F",50
289.95,"F",45
253.97,"F",51
265.4,"F",52
248.75,"M",61
254.1,"M",63
254.52,"F",46
277.13,"F",45
251.28,"F",47
226.78,"F",52
293.3,"F",51
233.08,"F",49
270.3,"M",60
255.45,"M",63
265.03,"M",39
233.78,"M",60
335.43,"F",49
247.08,"F",49
260.25,"F",46
258.28,"F",56
301.9,"M",65
264.9,"F",45
261.05,"F",47
326.92,"F",50
237.45,"F",46
275.95,"F",52
294.6,"M",62
253.27,"F",46
235.15,"F",46
284.68,"F",51
240.72,"F",46
251.12,"F",47
237.12,"F",57
234.82,"F",52
315.07,"F",46
240.03,"F",45
253.18,"F",47
255.5,"F",48
270.07,"M",64
240.35,"F",49
238.13,"F",47
251.85,"F",50
231.97,"F",51
239.53,"F",46
236.32,"F",46
257.07,"M",61
251.75,"F",54
274.92,"F",47
246.42,"F",49
247.88,"F",58
238.68,"F",56
303.83,"F",52
243.9,"F",53
232.05,"F",51
303.02,"F",53
250.32,"F",45
322.68,"M",61
277.82,"M",63
258.03,"M",57
299.43,"M",65
246.05,"F",56
225.87,"F",54
272.15,"F",54
274.35,"M",61
308.42,"M",61
283.43,"M",60
298.72,"M",63
233.38,"F",55
247.52,"F",53
264.92,"M",61
252,"F",47
264.07,"F",46
254.6,"M",60
254.57,"F",52
240.27,"F",45
257.8,"F",46
243.9,"F",47
248.48,"F",45
284.47,"F",45
242.9,"F",45
254.15,"F",54
232.48,"F",50
263.72,"F",45
231.98,"F",49
244.18,"F",45
264.08,"M",60
275.9,"M",61
257.93,"F",46
277.62,"F",48
240.12,"F",50
314.98,"F",47
252.23,"M",61
397.08,"M",62
245.42,"F",49
234.88,"F",51
265.07,"F",56
265.73,"F",56
349.93,"F",45
267.25,"F",48
241.13,"F",45
244.17,"F",49
259.9,"M",64
272.2,"M",70
326.32,"M",66
307.18,"M",60
237.23,"F",49
234.85,"F",52
239.07,"F",45
301.12,"F",45
248.87,"F",47
236.45,"F",49
241.23,"F",47
288.28,"F",57
291.17,"M",65
240.53,"F",53
276.75,"F",50
256.97,"M",62
243.25,"F",45
236.4,"F",55
243.45,"F",50
252.35,"F",47
259.72,"M",60
239.47,"F",51
248.53,"M",67
245.77,"F",47
292.05,"M",63
234.57,"M",62
267.5,"F",53
279.08,"F",53
278.82,"M",62
282.68,"M",61
263.52,"F",45
265.75,"F",45
242.52,"F",55
266.43,"F",49
252.68,"F",45
282.67,"M",63
232.58,"M",61
299.28,"M",61
232.02,"F",54
235.07,"F",46
281.52,"F",46
258.03,"F",45
253.1,"F",46
232.17,"F",50
298.22,"F",47
293.13,"F",46
229.38,"M",61
233.77,"F",46
287.22,"M",61
242.8,"F",46
237.13,"F",47
268.72,"F",45
260.97,"M",60
257.83,"M",41
238.3,"F",54
272.93,"M",63
234.38,"F",53
249.63,"F",53
284.45,"F",49
233.88,"F",49
235.22,"M",60
243.12,"F",47
232.92,"F",45
258.7,"M",65
250.33,"F",50
297.58,"M",62
231.13,"M",62
247.53,"F",45
397.45,"F",46
231.52,"F",46
258,"F",60
255.53,"F",54
296.02,"F",47
247.02,"F",47
270.33,"M",61
247.45,"F",49
285.18,"M",60
267.65,"M",67
242.55,"F",51
241.1,"F",52
269.65,"F",49
248,"M",60
329.25,"M",61
239.48,"F",46
240.05,"F",49
265.33,"F",48
260.32,"F",50
238.77,"F",55
241.07,"F",52
241.68,"F",51
252.13,"F",54
253.38,"F",52
253,"F",54
278.63,"F",55
248.55,"F",48
267.4,"F",52
264.02,"F",54
280.17,"F",52
248.8,"F",45
249.05,"F",48
271.28,"M",64
283.57,"M",61
236.9,"F",46
258.72,"M",61
236.43,"F",49
261.92,"F",47
221.92,"F",48
235.12,"F",45
247.23,"F",48
252.62,"F",51
252.65,"F",49
235.42,"F",46
242.9,"F",46
228.78,"M",66
249.23,"F",51
225.72,"F",46
311.6,"F",45
302.5,"M",63
245.37,"F",55
259.33,"F",46
233.28,"F",47
277.78,"F",53
308.72,"M",62
230.85,"F",45
248.62,"F",55
287.8,"F",52
281.87,"F",50
249.48,"F",54
274.63,"F",49
249.65,"F",53
233.8,"F",48
239.25,"F",46
280.8,"M",72
270.22,"M",67
247.88,"F",56
225.03,"F",51
292.38,"F",45
229.23,"F",47
275.98,"M",63
240.15,"F",45
239.98,"F",51
266.6,"F",49
222.25,"F",45
232.33,"F",47
264.6,"F",45
247.7,"M",64
237.08,"M",69
298.23,"F",55
262.18,"F",50
291.22,"F",45
259.13,"M",61
246.12,"F",49
269.65,"F",46
306.73,"M",61
255.33,"M",61
272.65,"F",54
228.45,"F",49
295.87,"F",49
237.22,"F",53
244.68,"F",57
256.63,"F",50
237.68,"M",60
280.27,"M",61
242.63,"F",54
283.65,"F",48
249.75,"F",48
261.93,"F",57
238.72,"F",52
273.23,"M",61
258.57,"M",63
248.1,"M",63
230.05,"F",49
258.32,"F",48
303.83,"F",45
276.12,"F",45
219.15,"F",47
263.62,"F",51
254.38,"F",46
245.3,"F",46
315.45,"F",48
235.7,"M",60
240.57,"F",50
305.62,"M",67
283.45,"M",66
257.22,"F",50
231.6,"F",53
244.65,"F",46
291.97,"F",51
265.92,"M",62
233.37,"F",46
250,"F",48
274.52,"F",47
323.95,"M",60
307.07,"M",65
226.1,"F",52
259.35,"F",45
241.07,"F",45
237.48,"F",47
291.5,"F",58
225.82,"F",52
248.65,"F",53
233.02,"F",52
259.53,"M",63
262.42,"F",48
257.52,"F",45
257.77,"M",61
232.6,"F",48
234.78,"F",55
249.35,"M",65
276.67,"F",51
336.4,"F",47
260.78,"F",48
279.52,"F",58
237.4,"F",52
264.92,"F",52
254.45,"F",51
292.35,"F",53
241.07,"F",48
278.02,"M",60
240.48,"M",62
272.7,"M",63
272.92,"M",60
313.53,"F",55
242.82,"F",52
268.17,"F",53
256.88,"M",61
349.93,"F",49
405.07,"F",48
310.18,"M",63
261.53,"F",57
242.28,"M",62
286.37,"F",48
263.75,"F",55
242.93,"F",55
239.45,"F",58
235.15,"F",50
289.77,"F",49
269.5,"M",62
235.7,"F",58
256.37,"F",59
260.35,"F",51
268.08,"F",51
250.17,"F",46
249.45,"F",55
270.27,"F",50
236.28,"F",53
264.83,"F",46
287,"F",55
250.32,"F",55
346.53,"F",50
256.63,"F",46
287.18,"M",61
258.82,"M",65
246.77,"F",50
283.78,"F",47
278.88,"F",50
263.35,"F",58
290.98,"M",64
292.9,"F",47
251.37,"F",46
264.6,"F",54
256.9,"F",61
297,"M",65
268.05,"F",50
340.33,"M",64
235.48,"F",63
280.78,"M",70
341.38,"F",47
243.07,"F",57
242.45,"F",51
257.93,"F",47
265.53,"M",67
243.52,"F",50
264.03,"F",54
298.57,"F",50
248.67,"F",46
287.22,"F",53
268.38,"F",53
233.13,"F",51
256.5,"F",49
269.37,"M",71
269.08,"F",52
256.15,"F",48
289.27,"F",50
265.63,"F",49
254.95,"M",62
277.48,"M",61
303.42,"F",56
239.75,"F",52
239.35,"F",46
244.88,"M",60
255.2,"F",55
247.47,"F",54
290.28,"M",62
234.55,"F",51
284.05,"F",49
248.7,"F",51
302.43,"M",65
263.77,"M",66
256.93,"F",47
275,"F",47
249.43,"F",63
305.12,"F",55
255,"F",52
245.72,"F",51
238.92,"M",81
285.53,"M",66
241.5,"F",55
290.77,"F",49
234.15,"M",65
256.4,"F",53
297.58,"F",58
277.42,"F",53
266.17,"F",55
259.28,"F",50
251.12,"M",69
236.47,"F",57
237.77,"M",65
285.35,"M",63
320.95,"F",49
253.72,"M",47
248.25,"F",55
309.72,"F",58
254.25,"F",52
256.27,"F",48
355.7,"F",48
250.82,"F",55
253.22,"F",55
244.95,"F",52
247.18,"F",50
233.12,"F",49
269.37,"M",65
289.93,"M",61
248.55,"F",46
223.33,"F",50
226.12,"F",56
246.25,"M",68
242.4,"M",61
251.47,"F",52
237.48,"M",64
326.43,"F",46
268.08,"F",50
273.82,"M",64
255.07,"F",51
302.93,"F",47
283.52,"F",55
272.07,"F",51
260.37,"F",50
250.67,"F",52
323.82,"F",58
237.65,"F",61
254.72,"F",59
255.93,"M",65
281.52,"F",57
255,"F",50
262.83,"F",65
282.23,"F",50
271.28,"F",47
274.97,"F",57
272.48,"M",65
285.83,"F",52
285.5,"F",52
248.88,"F",54
285.83,"F",51
245.08,"F",50
238.78,"F",51
239.45,"F",50
280.25,"M",61
244.67,"F",57
263.52,"F",55
231,"F",53
241.03,"F",52
279.6,"M",62
236.67,"F",46
302.32,"M",63
248.68,"M",52
240.67,"F",49
238.92,"F",53
234.35,"F",51
270.82,"F",47
260.88,"M",63
257.17,"M",71
306.32,"F",50
248.27,"F",51
288.18,"F",50
255.35,"F",50
264.52,"F",50
280.57,"F",48
241.33,"F",54
226.7,"F",54
259.13,"F",49
286.95,"M",65
269.88,"F",46
234.53,"M",67
246.5,"F",55
250.13,"F",56
247.87,"F",55
254.43,"F",49
269.42,"M",68
240.72,"F",52
297.4,"M",63
242.88,"F",51
331.9,"F",46
237.75,"F",54
270.55,"F",46
275.4,"M",63
271.73,"F",49
244.22,"F",60
285.88,"F",53
235.4,"F",50
245.27,"F",51
264.03,"F",50
265.72,"F",50
288.43,"F",47
272.07,"M",62
243.88,"F",55
305.47,"F",53
299.07,"M",64
250.52,"M",70
235.25,"M",67
418.13,"F",52
252.2,"F",46
261.5,"F",66
270.62,"F",61
250.02,"F",52
311.35,"F",57
255.75,"M",65
241.22,"M",61
226.38,"F",55
259.27,"F",50
262.25,"F",46
247.35,"F",50
275.92,"F",51
268.4,"F",54
245.55,"F",62
259.17,"F",51
235.32,"F",51
264.38,"M",63
242.58,"F",50
286.57,"F",49
259.62,"F",48
246.23,"F",51
256.88,"F",54
260.2,"M",63
247.35,"F",52
293.08,"F",50
270.9,"M",61
312.38,"F",49
289.47,"M",68
267.17,"F",51
232.3,"F",54
240.03,"F",51
301.48,"M",65
299.52,"M",65
292.23,"M",61
258.27,"F",46
267.4,"F",56
255.55,"F",63
270.08,"F",52
235.42,"F",49
252.22,"M",67
296.35,"M",61
278.2,"F",50
246.67,"F",51
358.88,"F",49
268.25,"F",47
238.63,"F",54
275.23,"F",52
245.7,"F",47
237.43,"F",53
241.42,"F",53
227.13,"F",54
282.83,"F",51
281.27,"M",67
249.18,"F",55
287.03,"F",50
201.25,"F",50
260.98,"F",51
292.93,"F",52
248.98,"M",62
230.02,"M",47
263.47,"M",51
250.73,"F",58
230.65,"F",52
288.55,"F",55
246.12,"M",66
237.77,"F",54
284.45,"M",40
244.23,"M",66
254.78,"F",56
252.45,"M",66
295.83,"F",55
282.43,"M",62
281.9,"M",73
289.87,"F",52
277.28,"F",54
281.65,"M",62
233.9,"F",47
233.07,"M",65
284.3,"F",54
231.67,"F",53
307.72,"F",48
275.97,"F",59
271.82,"F",51
267.02,"F",51
253.68,"F",52
289.67,"F",52
233.42,"F",54
258.83,"F",54
236.62,"F",52
267.15,"F",51
249.95,"F",56
235.98,"F",51
286.22,"M",66
235.02,"F",58
282.43,"F",60
241.65,"F",56
249.42,"F",57
271.85,"M",65
261.05,"F",54
284.62,"M",66
256.67,"F",56
239.77,"F",53
274.68,"F",52
303.03,"F",53
262.7,"F",56
261.87,"F",53
264.13,"F",53
237.83,"M",66
293.25,"F",50
337.9,"F",52
243.95,"F",55
235.72,"F",52
309.3,"F",54
236.47,"F",56
266.88,"F",57
231.55,"F",51
222.95,"F",54
242.58,"F",50
241.1,"F",52
231.13,"F",50
262.22,"F",50
249.1,"F",53
277.9,"F",51
233.5,"F",51
236.05,"F",51
250.27,"M",33
238.93,"F",53
228.5,"F",55
243.75,"F",58
236.83,"F",50
245.67,"F",58
243.77,"F",53
274.42,"F",52
261.88,"F",55
271.92,"F",56
255.4,"F",56
260.63,"F",54
272.55,"F",54
253.95,"F",62
251.35,"M",66
268.38,"F",53
240.78,"F",52
233.7,"F",52
234.7,"F",50
257.87,"F",55
250.55,"F",55
240.28,"F",51
239.98,"F",51
263.17,"F",53
252.5,"M",62
268.03,"F",64
259.25,"M",66
257.95,"F",56
249.52,"F",50
288.38,"M",67
271.05,"F",56
246.12,"F",51
285.17,"F",54
237.48,"F",53
256.02,"F",54
241.1,"F",62
255.78,"F",51
258.3,"M",70
237.75,"F",55
356.58,"F",56
275.85,"M",65
263.28,"F",54
270.7,"F",56
232.4,"F",50
290.43,"M",65
258.62,"F",51
301.67,"F",51
240.92,"F",51
277.15,"M",68
271.95,"F",64
258.23,"M",67
271.08,"F",55
246.95,"F",52
284.77,"F",60
245.12,"F",58
271.27,"F",50
248.28,"F",52
280.82,"F",54
252.1,"M",67
259.08,"F",50
292.37,"F",53
264.72,"M",67
253.8,"F",51
378.47,"M",66
259.58,"M",72
257.72,"F",50
271.07,"F",51
297.17,"M",68
258.08,"F",54
356.45,"F",50
253.02,"F",51
243.43,"F",51
271.1,"F",52
258.05,"M",66
267.22,"M",65
240.12,"F",50
251.33,"F",57
247.68,"F",56
244.4,"F",52
284.93,"F",52
237.07,"F",50
239.25,"F",51
262.35,"F",63
284.23,"F",56
265.98,"F",51
232.93,"F",51
234.65,"F",51
253.03,"M",68
259.42,"M",66
256.85,"F",54
263.32,"F",51
274.43,"F",55
263.43,"F",50
253.22,"F",51
305,"F",50
215.87,"F",54
263.3,"F",51
263.7,"F",51
314.68,"F",57
252.3,"F",52
243.4,"F",61
248.05,"F",57
270.73,"F",51
269.85,"F",53
241.4,"F",54
280.93,"F",61
262.72,"F",57
271.78,"F",54
316.8,"M",66
256.5,"F",50
272.43,"F",50
292.82,"M",64
252,"M",66
330.95,"F",52
235.8,"F",50
268.92,"M",68
266.2,"F",52
260.73,"M",67
223,"F",57
256.3,"F",52
342.35,"M",68
248.83,"F",53
262.62,"F",53
310.47,"F",54
243.98,"F",52
249.32,"F",51
258.43,"F",57
294.4,"F",52
264.28,"F",60
287.7,"M",65
252.92,"F",56
248.45,"M",72
273.38,"F",59
248.98,"F",56
233.38,"F",52
225.62,"F",52
265.7,"F",52
299.53,"M",64
330.75,"M",70
252.33,"F",54
270.03,"M",68
248.07,"M",66
238.57,"F",58
259.72,"F",54
264.98,"F",51
240.33,"F",51
261.18,"F",51
264.52,"M",70
261.57,"M",72
253.7,"F",58
239.18,"F",50
265.07,"F",50
245.52,"F",53
246.13,"M",29
266.9,"M",41
222.6,"F",34
297.32,"M",54
209.97,"M",27
301,"F",53
247.25,"F",52
240,"M",66
261.42,"F",57
262.72,"F",55
246.85,"F",53
251.9,"F",50
241.13,"F",53
251.85,"F",56
275.73,"F",52
272.9,"F",52
247.97,"F",51
249.18,"F",55
246.75,"F",50
263.58,"F",52
266.22,"F",50
282.85,"F",60
276.65,"F",54
266.58,"F",52
242.42,"F",51
285.13,"F",54
254.47,"F",55
263.28,"F",51
264.35,"F",60
265.87,"M",67
269.27,"F",54
330.23,"M",69
243.25,"F",51
287.65,"F",51
252.3,"F",52
258.92,"F",50
271.65,"M",69
270.23,"F",50
281.7,"F",53
299.17,"F",51
235.05,"F",50
260.23,"F",53
320,"F",53
327.85,"F",51
332.57,"F",49
268.35,"M",65
266.6,"F",50
270.28,"F",54
248.62,"F",51
278.33,"F",53
261.4,"F",52
268.2,"F",58
247.37,"F",58
274.68,"F",54
287.2,"F",53
263.83,"M",68
278.83,"F",50
255.63,"F",50
242.87,"F",52
293.9,"F",53
241.23,"F",54
250.45,"F",51
266.33,"F",50
257.07,"F",55
251.55,"M",67
277.33,"F",67
273.08,"F",55
326.67,"F",51
238.83,"F",51
358.22,"M",76
227.5,"F",58
279.15,"F",62
264.68,"F",56
264.53,"F",48
245.87,"F",67
268.93,"F",59
261.22,"F",55
281.05,"F",52
239.13,"F",53
236.67,"F",50
239.33,"M",68
236.1,"F",50
228.37,"F",51
334.22,"F",52
254.18,"F",52
275.27,"F",53
269.67,"F",55
252.3,"M",65
249.62,"F",51
241.75,"F",55
243.48,"F",51
294.7,"F",51
276.08,"M",66
280.12,"F",52
279.1,"F",59
242.82,"F",53
287.82,"F",55
257.55,"F",67
276.52,"M",66
283.83,"F",58
245.33,"M",65
294.83,"M",66
278.92,"F",52
250.58,"F",54
279.5,"F",57
243.2,"F",58
277.93,"F",57
247.87,"F",55
255.72,"F",51
226.4,"F",53
250.7,"M",53
286.1,"F",56
268.55,"F",50
314.13,"M",66
296.92,"F",50
266.48,"F",52
264.22,"M",66
250.33,"F",56
284.67,"F",52
262.48,"M",65
258,"F",52
271,"F",53
272.87,"F",55
246.22,"F",55
233.77,"M",58
248.05,"F",57
271.47,"F",54
267,"F",53
264.57,"F",51
242.6,"F",54
229.4,"F",62
317.57,"M",70
310.33,"M",65
294.03,"F",55
269.95,"F",51
235.85,"F",51
265.5,"F",51
251.25,"F",50
267.68,"F",50
290.42,"M",69
249.27,"F",56
257.88,"F",55
270.22,"F",53
237.43,"F",51
244.98,"F",60
250.08,"F",54
288.53,"F",53
248.32,"F",55
234.85,"F",53
322,"M",67
237.8,"F",55
250.07,"M",65
267.63,"F",63
304.58,"F",64
257.88,"F",61
259.55,"M",72
300.47,"F",52
249.12,"F",55
269.15,"F",51
269.03,"F",55
268.72,"F",52
272.87,"F",51
244.17,"F",55
243.03,"F",62
352.25,"M",67
257.45,"F",57
254.77,"F",54
235.02,"F",56
243.63,"F",55
262.03,"F",52
299.88,"F",50
246.02,"F",59
262.62,"F",51
262.88,"F",72
270.12,"F",55
275.58,"F",52
262.37,"F",53
281.18,"F",61
242.5,"F",55
266.43,"M",68
271.83,"F",53
262.17,"M",36
291.68,"M",70
236.78,"F",56
253,"F",50
343.65,"M",67
262.05,"F",53
351.33,"M",74
263.15,"F",61
277.28,"F",63
284.68,"M",67
294.48,"M",71
278.22,"M",65
241.38,"F",55
261.02,"F",55
282.6,"F",51
247.9,"F",53
